Sentence,Label
Izbori za prvog među jednakima prožeti su previranjima između tradicionalista i liberala te je na Lawrenceu da osigura integritet izbora u jeku skandala koji potresaju ovu tisućljetnu instituciju.,1
"Ako bismo tražili sljedeći Poor Things, onda možemo reći kako je The Substance jako blizu.",1
"Osim života, izreka u potpunosti odgovara filmografiji Indijca M.Night Shyamalana.",1
Svi oni i drugi očekuju da će za vrtoglav iznos koji su uplatili dobiti nezaboravnu večeru.,1
"Jer, zapravo, svi bismo trebali imati sličan, ako ne i u potupunosti isti pogled na ovaj film, odnosno temu koju obrađuje.",1
Na njoj se stari po godinu dana u pola sata što znači da svi na plaži imaju jako malo vremena da nađu izlaz.,1
"Fincher tako započinje prvo poglavlje u kojem neimenovani ubojica (Fassbender) čeka svoju metu nekoliko dana, a za to vrijeme imamo priliku upoznati ga kao lika kroz njegov niz isprekidanih, ciničnih (ili kako bi Ubojica rekao, pragmatičnih) komentara.",1
"Primjerice, njezin stan je odraz njenog fizičkog i psihičkog stanja, posebice kada slučajno čuje kako je šef, seksistički egoist, prigodnog imena Harvey (Dennis Quaid) na poslu voditeljice fitnes emisije planira zamijeniti mlađom i seksepilnijom.",1
Neovisno o tome koliko je njihova vjera snažna i koliko je dugo slijede.,1
Druga najčudnija stvar u vezi ovog filma je apokaliptični zaplet koji se odvija oko najstrašnije more svakog Amerikanca revizije poreza. A treća stvar je izvedba.,1
"Čak i kada su djeca u pitanju, što je poprilično teško za postići, taj emotivni most redatelj također nikad ne uspije sagraditi.",1
"Glavno lice filma ""X"" u svakom mogućem pogledu bila je Mia Goth, koja je bila jednako uvjerljiva u dualnosti svoje uloge.",0
"Hoće li na Svetu Stolicu zasjesti svim mastima premazan Tremblay (John Lithgow), nadmeni Tedesco (Sergio Castellitto) koji još uvijek oplakuje tridentsku misu ili, pak, tamnoputi Adeyemi (Lucian Msamati), a čiji bi izbor predstavljao povijesni presedan?",1
"Dapače, Saltburn se pokazao bolno prosječnim filmom.",1
"Čak je i Harry bio bolji u ""Dunkirku"" kad je šutio, nego u ovom filmu.",1
"Dakle, možeš u nekom određenom trenutku biti najbolji od svih, ali to jednostavno nije dovoljno.",1
Takva odluka funkcionira izvrsno u trenucima kada se Bezgrešna osokoli i odmakne od banalnih zastrašivanja i monotonih kadrova u mrklom mraku.,1
"Snimljen je prema bestselleru Roberta Harrisa, inače vrlo uspješnog i solidnog pisca prema čijim romanima je Roman Polanski snimio dva dobra filma, Pisac iz sjene i Časnik i špijun, dok su mu ranije već ekranizirani romani Domovina i Enigma.",1
"I zaista, The Substance ne oklijeva od gadljivih i grotesknih kadrova.",1
"Njih dvoje imaju vrlo dobru dinamiku, te se njihove osobnosti jako dobro poklapaju, S druge strane, Mackenzie je samo OK dok Scootova gluma ne pridonosi filmu kao takvom, ali zbog McAvoyjeve glume dolazi nešto više do izražaja.",1
"Moja navika da nakon svakog filma odgledam odjavnu špicu do samog kraja dobila je nagradu upravo kroz završnicu filma ""X"", kada je na moje opće oduševljenje stigla najava za prequel filma pod nazivom ""Pearl"".",0
"Nije stoga ni čudo da je postao inspiracija za mnoge redatelje, pa tako i za Roberta Eggersa koji je više od stoljeća od premijere originalnog Nosferatua odlučio snimiti remake koji upravo gledamo u kinima.",0
"I koliko god ova posljednja rečenica zvučala neskladno s ostatkom priče, ona se zapravo savršeno uklapa u nju.",1
"Tijekom istrage odnosno ispitivanja detektiva Poirota otkrivaju se sudbine prisutnih kroz njihove priče redatelj tematizira teizam i ateizam, ratne veterane slomljene PTSP-om, pohlepu i beskrupuloznost, migracije.protagonisti nisu jednako zanimljivi, ali ambicija dubljeg prikaza likova ne može se osporiti.",1
"A kad se i pojavi nada bilo koje vrste, u ovom slučaju ružno pače za sve kardinale u konklavi, kada ugledate svjetlo na kraju tunela onaj najmanji prst barem jedne ruke ipak je ostao u pekmezu.",1
"Užitak u koji je ona uvučena, i mi smo kao gledatelji uvučeni zajedno s njom.",0
"Bilo zbog toga što je na setu koji je ograničen na kuhinju lakše osigurati kovid mjere ili zato što su teme izvrsnosti, zajedništva i prehrane (tj. preživljavanja) dobile novo značenje.",1
"Što film odmiče kraju, to postaje sve groteskniji.",1
"Njegov lik ima određenu dozu empatije, bez obzira što je smatra slabošću, ali i apatije.",1
"Plaža i more jedino su što ""Ostarjele"" povezuje s terminom ljetni blockbuster ovaj se film bavi vječnim ljudskim pitanjima i sumnjama, kraj filma gledatelja (o)stavlja gledatelja u razmišljanju o čitavoj priči.",1
"On je zanimljiv, otkačen i prijeteći.",0
"Od Zendaye nisam očekivao puno što se tiče glume, ali mora se reći da je i više nego solidno utjelovila Chani u filmu.",1
"Kada je u pitanju konačna ocjena za ""Pearl"", onda mogu samo reći kako mi je u istom rangu kao i ""X"".",1
Uz pomoć suvremene tehnologije i solidnog budžeta mogao je uvjerljivije uprizoriti što mu je mašta prohtjela.,0
"FILMSKI su trendovi varljivi, štoviše nepredvidljivi, evo recimo filmovi i serije o papi.",1
"Koliko god Lawrence kao predsjedajući u konklavi u potpunoj izolaciji ne smije utjecati na glasače, toliko sve više istražuje smrt pape i događaje netom prije smrti.",1
"Ne krši te zakone tijekom filma samo kako bi dobio neku zanimljiviju scenu, koja se zapravo kosi s cijelim narativom.",1
"Da se razumijemo, nemam ništa protiv dugog bildanja atmosfere, uostalom to ovdje jako dobro funkcionira u prvih sat vremena filma, ali nakon toga to jednostavno postaje previše repetativno, što gubi svaki smisao u pogledu napetosti.",2
Redatelj West i Mia Goth uspijevaju zajedničkim snagama stvoriti i određenu empatiju koju osjećamo prema Pearl.,0
"Peele koristi nadnaravne sile kako bi skrenuo pozornost na probleme koji muče američko društvo, ali i moderno društvo općenito.",1
"Serija ""Loki"" (2021) i film ""Spider-Man: Put bez povratka"" (2021) načeli su priču o multiverzumu, a dodatno ju je elaborirao najaktualniji film redatelja Sama Raimija, ""Doktor Strange u Multiverzumu Ludila"" (2022).",0
"Berger i Harris mnogo pažnje poklanjaju vjernoj rekreaciji protokola koji se događaju tijekom konklave, što je za gledatelje jako zanimljivo, barem u početku, dok bi napetost filmu trebala osigurati pomalo trilerska priča o podmetanjima kojima ambiciozni kardinali pokušavaju izbaciti konkurente iz utrke dok istovremeno lobiraju za glasove, pa se Trg svetog Petra tih dana pretvara u Koloseum.",1
"Ili još bolje, čemu je Henkova prevoditeljica zapanjujuća ljepotica.",0
"Ono što mene uvijek iznova oduševi kod Peela, prije svega je način na koji on priča priču.",1
"Elegantna, ranjiva, luda, i sve to upotpunjeno emotivnim i fizičkim skidanjem koje nam pokazuje koliko kritički možemo gledati na sebe, ali i druge ljude.",1
"Za vrijeme uobičajenog radnog dana, u ordinaciju dr. Rose Cotter ulijeće ustrašena i izbezumljena studentica.",1
"Jasno je, dakle, da se mnogo očekivalo od ""Furiose"" najnovijeg izdanka sage o Mad Maxu koji donosi tzv. origin story glavne protagonistice ""Mad Max: Fury Road"" kojeg su kritičari obožavali, a Akademija ga je zasipala cijelim slapom Oscara u tehničkim kategorijama.",1
Shyamalan jako dobro koristi tijelo kao horor promjena u možda najboljoj sceni filma sa glumicom Abbey Lee.,1
"Ovdje je ta jednostavnost oslikana kroz lik koji nam je bio poznat samo po imenu, ali ne i po karakteru.",1
"Drugi dio, pak, puno je mišićaviji, snažniji, moćniji, jednako kao i Paul.",1
Sam naziv filma itekako je simboličan.,1
"Ti su kadrovi djelovali poput sna, ali onog koje sanjate širom otvorenih očiju.",1
"Naravno, redateljska gromada je govorila u metaforičkom smislu, misleći na pogled na teme koje neki filmovi obrađuju.",1
"I kako idemo dalje, duboko u pijesak Dine, tako pratimo Paula koji traži osvetu, rastrganog između velike ljubavi i sudbine koja mu je namijenjena i za koju zna da dolazi.",1
"I to je ono što je mene osobno najviše uznemirilo, činjenica da upravo takvi likovi na neki uvrnuti način bilo što mogu predstavljati, a kamoli ono najvažnije život.",1
"No, problem nastaje kada ta moć nestane, a tada i West skreće u temu prolaznosti vremena, straha od starenja, odnosno svih posljedica neostvarenih snova.",2
"Srećom, izlizani klišej ukletog samostana dobrano mijenja iznenadna Cecilijina trudnoća.",1
"Mylod nas pokušava natjerati da se kao manje imućna klasa naslađujemo patnjom onih koji imaju više od nas, kao da nam razlika u prihodima automatski daje pravo da se osjetimo moralno superiornima njegovim likovima, premda u najvećem broju slučajeva nema opravdanja za takvu stancu.",1
"Jer, svake godine jedan film u ovom žanru iskoči i postane vrlo popularan.",1
Rad kamere podiže osjećaj paranoje sa svakom novom scenom.,1
"Referenta točka kada je u pitanju neprikazivanje nasilja svakako je film ""Nema zemlje za starce"", braće Cohen.",1
"U velikoj mjeri to možemo zahvaliti i načinu na koji je snimio pojedine kadrove, posebice kroz 8mm film, a koji su itekako podsjetili na stil koji je koristio u Sinisteru.",1
Realnost same priče najviše stvara upravo iskustvo koje je proživjela glavna junakinja.,1
"No tek kada sam odgledao Sve u isto vrijeme, shvatio sam koliki kinematografski potencijal ima koncept multiverzuma.",1
Pozvani gosti pristaju i kreću na kratki izlet koji će trajati puno duže nego što posjetitelji plaže misle i planiraju..,1
Zašto ne?,1
Fargeat na taj način stvara neku vrstu feminističkog body horora i to kroz svijet u kojem postoje posebna pravila i gdje se stvari guraju do krajnosti.,1
"Dodamo li svemu tome i pretjeranu minutažu u trajanju od dva i pol sata, mogli biste pomisliti da je u pitanju velika gnjavaža.",2
"Ta naracija u prvom poglavlju čini se kao nespretna adaptacija istoimenog stripovskog predloška, jer unutrašnje misli lika koje tako prirodno teku u mediju stripa, u ovom filmu činile su se prekomjernima i zamornima, tim više što nije bilo radnje između koja bi nam dala predaha od niza varijacija na temu besmislenosti svijeta.",2
"Uostalom, snimio je Blade Runner 2049, nastavak kultnog filma Ridleya Scotta, a što je, vjerujem, bio također iznimno zahtjevan zadatak kojeg je, srećom, uspješno položio.",0
"""X"" je film od kojeg u startu nisam znao što očekivati, da bi na kraju ispao jedan od najboljih horor filmova godine.",0
Taj trokut zatvara Joy koja je tužna i razočarana.,1
"Scenarij filma napisao je iskusni britanski dramatičar i scenarist Peter Straughan (""Dečko, Dama, Kralj, Špijun"").",1
Njegovo ime je Edgar Allan Poe.,1
"Nažalost, film ne donosi ništa novo.",2
"Vjerojatno najčudnija stvar u vezi filma Sve u isto vrijeme (Everything Everywhere All at Once, 2022) je da iako je riječ o multiverzumu, ovo nije Marvelov film.",0
Uporedo je sniman prikvel ovog filma pod nazivom Pearl koji se trenutno nalazi u post-produkciji.,1
"Jer u svom središtu, ovaj film, ova priča, pita se: ""kako je Edgar Allan Poe postao onakvim kakvim ga znamo"".",1
"Društvo koje je spremno prihvatiti bilo kakvu vrstu udobnosti, u kojem je cilj pojedinca biti dio sistema jer ima privid da ga na taj način takav sistem štiti, bila je glavna nit vodilja ovog filma.",0
"To sam najviše osjetio u pogledu pogađanja ""koja će cura biti glavna u samoj završnici"", gdje imamo slatku i nevinu Loraine (Jenna Ortega), seksualiziranu Bobby (Britanny Snow) i samouvjerenu Maxine (Mia Goth).",1
"Spomenuta scenografija, mračan ugođaj palače koja je nekada bila ljepotica Venecije dok je sada zlokobno mjesto mrtvih uvod su u priču.",1
Sve dok ne otkrije da je sve na otoku na meniju.,1
"Svatko je zanimljiv na neki svoj način, počevši od glavnih protagonista pa sve do negativaca.",0
"Ispostavit će se da je Supstanca neka vrsta seruma koji stvara mlađu, ljepšu, perfektniju verziju samog sebe, a razočarana i ogorčena Elisabeth odlučit će se probati taj serum.",1
"Glumačke izvedbe veliki su, najveći adut filma.",0
"U glavnim ulogama su Daniel Kaluuya, Keke Palmer i Brandon Perea.",1
"I to od one vrste koja je skrojena da izazove vau efekt, ali ne i da mu da smisao.",0
"Tijekom tog putovanja između prošlosti i sadašnjosti, zapravo su boje te koje određuju naš sud prema likovima, posebice prema Harper.",1
"Čudovišta su oko nas, neka nose maske, neka su bez njih.",1
Većina tih pitanja proizlazi upravo iz njenog odnosa s majkom.,1
"Meni su likovi u originalu strašno išli na živce koliko su bili glupi i nezainteresirani za borbu za preživljavanjem, tako da prema njima nisam imao nikakvu empatiju, ma koliko god film bio neugodan.",2
"Iako film ima dobrih dijelova, klasičnu napetost koja odlikuje svaki dobar triler, odličnu glumačku izvedbu Michaela Fassbendera te Tilde Swinton koja se nažalost samo kratko pojavi na ekranu, The Killer ne nudi ništa novo.",1
"Scene koje se možda i ponavljaju, u nijednom pogledu ne spuštaju taj pulsirajući dojam, već upravo suprotno neugoda postaje sve veća, tako da doslovno imate osjećaj kao da se utapate u vodi depresije i anksioznosti.",1
Zanimljiva je priče koja je prethodila snimanju i realiziranju filma.,1
"Ovo je uistinu film atmosfere, tako da je bilo jako bitno da se kratka priča u potpunosti, ponajviše u tom pogledu, prenese na sam film.",1
"Da može odigrati i drugačije uloge, van nekakvih klišej uloga teenagerskog ljepotana, dokazao je i u filmu ""Bones and All"", a bogami i u ovom nastavku filma ""Dune"" kojeg doslovno nosi na svojim leđima.",0
Ali ima romantizam i svoju drugu stranu.,1
"No, s druge strane ni jedan, ni drugi nisu nevini, imaju svoje najdublje tajne koje će se postepeno otkrivati, Lawrence je zapravo jedino kriv što je otpečatio papinu sobu i iskoristio određenu dokumentaciju za utjecaj na glasovanje, dok Tremblay ima jednu puno dublju tajnu koja je povezana i sa samim papom.",1
"I da, istina je da se u filmu skupila jako dobra glumačka postava.",1
"Ta neugoda koja nastaje u Rose stvara i u nama posebno iskustvo, pogotovo što imate osjećaj kao da joj stalno dišete za vratom.",1
"I dok ih Hareper vidi i u onom fizičkom smislu kao različite osobe, mi s druge strane tu različitost primjećujemo kroz njihovo ponašanje prema njoj, odnosno kako njihovi postupci djejuju na njeno viđenje stvari.",1
"U vizualnom smislu film je prava poslastica ne samo za ljubitelje znanstvene fantastike, već i filmova općenito.",0
"I bez obzira na to što imamo ograničeno vrijeme da ih upoznamo, prostor u kojem ih stavlja redateljica dovoljno govori o složenosti njihovih života, izvan konteksta tog nasilnog trenutka s kojim se moraju suočiti, odnosno prikazivanjem detalja koji nas upoznaju s njihovim životom koji su živjele ranije.",0
"Prije negoli se otisnuo u filmofilske vode, posebice one redateljske, Alex Garland je bio poznat kao odličan pisac.",1
Redatelj â€˜Konklaveâ€˜ Edward Berger ima smisla i za estetiku i za dramu.,1
"Svega toga ima i u Fincherovom najnovijem filmu ""The Killer"", svega osim ovog potonjeg.",1
"Thomas odlazi, ali ubrzo nakon odlaska Ellen počinje sanjati sve mračnije snove dok je Thomas suočen s domaćinom kakvog još nikada nije vidio ili upoznao.",1
"Vizije glavne protagonistice, a koje su i pokrenule čitav niz događanja, prečesto se ponavljaju u istom ritmu, pa tako umjesto polaganog stvaranja tenzije dobijemo sasvim suprotan efekt.",1
"Kasnije je Garland napisao scenarij i za film ""Dreed"", da bi, konačno, 2014.godine snimio i svoj prvi dugometražni redateljski film u karijeri ""Ex Machina"".",1
Zašto prividnu?,1
"Iako je sekvenca u kojoj na taktove ""How Soon Is Now"" bezimeni (anti)junak snajperom pokušava koknuti svoju metu izrazito efektna, nakon jedno desete pjesme sve počne nalikovati na nekakvu fanovsku kompilaciju s YouTubea.",1
"""Meni"" je film od kojeg sam nakon prvog gledanja trailera imao velika očekivanja.",0
"Od samog početka kada su njih dvojica u sceni, McAvoy svojom glumom daje do znanja da s njime nema igre.",0
"Sam izgled ranča na kojem se odvija radnja filma, uz onu glazbu koja odzvanja u pokvarenim zvučnicima, sasvim je dovoljna kombinacija za rađanje osjećaja jeze.",0
"Iako znamo da je naša reakcija bila sasvim opravdana, štoviše čak i poželjna, taj osjećaj sumnje stalno je prisutan među nama.",1
"U fizičkom pogledu on djeluje bezlično, nosi jednako takvu odjeću, tako da nepoznavanje njegovog pravog imena savršeno pristaje toj njegovoj pojavnosti.",0
"Ali opet, nekako mi prevladava (znati)želja, tako da se osjećam poput onog pustinjskog miša Muadâ€™Diba koji stalno kopa po onom pijesku, pa zašto onda i ne pronaći još jedno uzbudljivo poglavlje svijeta Dine.",0
"Taj element slabo zahvaćene svakodnevice postaje još važniji kad se u obzir uzme Ubojičin komentar gdje se on svrstava među većinu ljudi, što znači da dijeli njihova razmišljanja i aspiracije.",2
"Koliko god Hawke bio odličan u svojoj ulozi, ako se mene pita glavno ime u onom glumačkom smislu ovog filma svakako je mladi Mason Thames u ulozi Finneya.",0
"Kada smo već kod tih odnosa, onda bi bilo najbolje to sve staviti pod zajednički nazivnik kroz odnos koji Rose ima sa svojom sestrom Holly (Gillian Zinser).",2
Dva različita i na prvi pogled u potpunosti nespojiva filmska žanra.,1
"Na zadovoljstvo svih filmofila, ili barem velike većine, Fincher je i dalje u punoj filmskoj snazi.",0
"Da, puno je tema koje se mogu pročitati (ili interpretirati) iz priče ""Nosferatua"".",1
"Treba također reći kako je sam scenarij bio na poznatoj hollywoodskoj ""crnoj listi"", tako da mi je itekako drago što je napokon došao na glavni meni, jer nam u svijetu kopija itekako nedostaje ovakve originalne ""hrane"".",1
"Kada u nekom izboru imate kandidate od kojih su apsolutno svi upetljani u neke vrste tajni koje se tek trebaju otkriti, onda je jasno da je teško doći do dvotrećinske većine u konklavi.",1
"Nakon ""Svjetionika"" Eggers se odmaknuo od horora i kreće u realizaciju povijesne drame/pustolovine Sjevernjak film koji je ponovo spojio Taylor-Joy i Eggersa.",1
"Mi na to putovanje kroz studij njegovog lika krećemo od samog početka, zapravo zajedno sudjelujemo u njegovom razvoju, i to u filmu odlično funkcionira upravo zahvaljujući njegovoj izvedbi.",0
"Peele je, inače, osvojio Oscara za svoj film Get Out, koji je također bio horor-triler.",1
"Vidite, ne samo da će Vatikan (Sikstinska kapela, Dom svete Marte itd.) u filmu biti rekreiran u svoj svojoj obijesnoj raskošnosti, već će mu sustavna uporaba širokih planova, sporih zoomova, ekstremnih rakursa i inih postupaka također podariti hladnu, otuđenu, gotovo klaustrofobičnu patinu.",2
"Ako ste gledali originalnu verziju znat ćete u što se upuštate, iako vas ništa ne može pripremiti na McAvoyjevu glumu.",1
"Jer, zvuk je sve u ovom filmu, posebice u scenama kada ga čuješ ali ne znaš odakle dolazi i o čemu se radi, bilo da se radi o nepoznatom objektu, urlicima pojedinaca ili trenucima kada se nešto pomakne u kutu, osjećaj je jednako jeziv.",1
"Zamislite da lik samo kaže: ""Oh, pa vjerojatno je riječ o duhovima"".",1
"Kad tome dodamo jedan patetični govor koji će autsajdera pretvoriti u favorita, a onda još i turbomeganeočekivani obrat na kraju koji vam ne smijemo odati... šok i nevjerica na najjače, uvjerljivost i logika na najmanje. ",2
A sve to uzima vrijeme.,1
Villeneuve je za Dune: Messiah rekao da će ga snimiti tek kada bude potpuno zadovoljan sa scenarijom što izrazito poštujem.,0
To još više iritira upravo kada su u pitanju horor franšize.,2
Jedine emocije za koje bi se moglo reći da on zapravo osjeća jesu dosada (koju Fincher u gotovo 4D postupku u prvom poglavlju prenosi i na publiku) te osvetoljubivost.,0
"Ako je to poruka filma, onda smo je itekako primili, tim više smo nakon gledanja moja filmofilka i ja također naglo ostarjeli.",1
"To je uistinu prava šteta, jer riječ je o filmu čiji izgled doslovno traži kino gledanje.",2
"Nekim filmovima je to kreiranje nagovještaja forte, drugi to rade lošije, ali je uglavnom nužno.",1
"Ako Vas prethodne rečenice podsjećaju na zaplet ""Drakule"" Francisa Forda Coppole niste pogriješili ""Nosferatu"" iz 1922. godine djelomično je inspiriran ""Drakulom"" Brama Stokera, ali riječ je o izmijenjenoj verziji.",1
Lista redatelja koji su se svojim debitantskim filmom probili u svijet sedme umjetnosti oduvijek mi je bila zanimljiva.,1
Ali onda se pojavi â€˜Alfaâ€™ Waymond njezin muž iz drugog svijeta koji ju regrutira da se s njim bori protiv zla koje će uništiti ne jedan nego sve svijetove.,1
"No, jednom prilikom, netko iz skupine ode predaleko.",1
"No, to ne bih čak ni uzimao kao neki veliki nedostatak, već više kao zapažanje gdje mi je nešto inovativno ipak bilo zanimljivije od onoga na što sam već navikao, bez obzira koliko ovo potonje bilo brutalno i krvavo.",1
"Ono što je kod Konklave nesporno je odlična glumačka ekipa, u prvom redu Ralph Fiennes kojega već duže vrijeme nisam vidio ovako koncentriranog, no češće se spominje Stanley Tucci kojemu predviđaju Oscara.",2
"Tako nas uvodi u priču nezdravog odnosa koji podsjeća na Wylerove ""Orkanske visove"" u kojima je odnos Catherine i Heathcliffa na jednakoj granici između zainteresiranosti sa ""želim te posjedovati i uništiti"".",1
"Slikovito rečeno, i politički i kršćanski hodnici, poput onih u Vatikanu, uvijek će biti savršeno uređeni, ali će uvijek imati i tajne sakrivene u sobi svakog od njih.",0
"Veliku su pažnju i radoznalost ljubitelja filma izazvale najave filma ""Blijedoplavo oko"" (originalnog naslova ""The Pale Blue Eye"") američkog filmaša Scotta Coopera.",1
Nekako imam osjećaj što je viši položaj kardinala u konklavi to je sve jača glumačka postava.,1
Kao i Isabella Rossellini (sestra Agnes) koja je također nominirana za Oscara. ,1
"Teško je čuvati tajne, pa čak i u svećenstvu.",1
"Za Finchera to nije nikako strano, treba samo pogledati njegove ""Zodijak"" ili ""Sedam"".",1
Da li je on onakav kakav se čini ili bi trebalo da sumnjamo da se nešto drugo i verovatno mnogo mračnije dešava ispod njegovog društveno čudnog ponašanja?,1
"Ali film na sreću funkcionira i kao napet triler, pa ne valja biti previše oštar prema Fincherovoj ""Ubojici"", posebno kad se uzme u obzir kakvi se sve trileri znaju štancati.",1
"Odmah moram reći i žao mi je što ću spoilati, ali ako ste gledali filmove kao što su ""Trumanov show"" ili ""Pleasantville"", a da pri tome imaju i određene značajke filmova M. Night Shyamalana, onda će vam kao i meni ""Ne brini, draga"" biti samo lošija verzija tih filmova.",2
"Ono što je meni definitivno najveći plus filma, svakako je utjecaj Rosemaryne bebe, a koji je najbolje vidljiv upravo kroz glavni ženski lik.",1
"Pa iako možda nije krvav kao Alvarezov remake, Evil Dead Rise itekako je brutalniji, te je na momente uistinu jako težak za gledanje, čak i ako ste zagriženi horor fan.",1
Lica su u filmu poput krajolika koji se mijenja(ju) prema svjetlu sudbine koja ih prati na zajedničkom putovanju.,0
Ljudi su bili mnogo skloniji vjerovanju u natprirodno.,1
"Međutim, nakon što se preostali kardinali napokon okupe u Vatikanu, svima, a napose Lawrenceu, postat će bolno jasno da ovaj stoljećima brižno skrivani ritual neće moći proći u dostojanstvenome miru.",1
Mislim kako vam bolja preporuka za gledanje u kinu uistinu nije potrebna.,0
Popularnost svakako proizlazi i iz toga što je film pomalo čudan.,2
Ali uzbudljivi trenuci su došli kada je Nam-san počeo pokazivati svoje nevjerojatne borilačke vještine.,0
Jer ima malo manje spektakla i malo manje akcije.,1
"Osjet straha i terora dok sam gledao film u kinu prije svega je nastao kroz atmosferu, a manje kroz same scene koje nisu bile ni približno toliko strašne kao što biste očekivali.",1
"Jer, u suprotnom bismo gledali obiteljski odnos koji nije baš najbolji, sve do samog kraja kada se oni odjednom povežu u smislu nekog većeg cilja.",1
"A počela je upravo tako, kao niskobudžetni film strave čija se radnja odvija praktički u jednoj prostoriji, a u kojem su likovi primorani da vrše neopisive činove nasilja nad vlastitim tijelima kako bi preživjeli ""igru"" u koju ih ubacuje sadistički zločinac.",1
Premještanjem svog protagonista u Sovjetski savez mogao je dobiti tu suptilnost i jednostavnost.,1
"Savršeno poglavlje koje se u potpunosti uklapa između prva dva filma, ali koji jednako tako jako moćno djeluje i kao samostalna priča.",0
"Politika, moć, obitelj, ljubav, rat, spiritualnost, religija, vjera.",1
"Jedina koja mi možda pada na pamet je originalna ""Star Wars"" trilogija.",1
"West uspješno stvara fokus na detalje, što će vas također držati cijelo vrijeme na rubu sjedala.",0
On je muškarac kuće i njegova riječ je zadnja.,1
"Gradeći svijet u kojem se još uvijek otvoreno sučeljava ljudsko i užasno, mi se više nemamo gdje sakriti.",1
"Okarakteriziran je kao tjelesni horor i crna komedija, a mnogi ga uspoređuju i s radovima začetnika tjelesnih horora Davida Cronenberga.",1
"U Cinestar kina diljem Hrvatske stigao je novi film američkog redatelja Roberta Eggersa, gotički horor ""Nosferatu"" koji je zapravo remake filma ""Nosferatu: Simfonija užasa"" iz 1922. godine.",1
Furiosa se doista može pogledati bez da znate išta o Divljoj cesti.,1
"Bogati i bahati snobovi će se nakon ""Triangle of Sadness"" i ""Glass Onion"" naći na udaru još jedne satire snimljene u 2022. godine.",1
"""Život je poput kutije čokolade nikad ne znaš što ćeš dobiti."" mudra je rečenica mame Gump koju je Forrest više puta spominjao u filmu iz 1994. godine.",1
"Jer, ono što je zanimljivo prije svega je pozadina njihove priče, koja možda jeste drugačija, ali s kojom se oni na kraju nose na gotovo identičan način.",1
"Najbolji primjer ovoj moj tvrdnji definitivno je scena za večerom kada se Alice odluči suprotstaviti Franku, odnosno svemu onome što on predstavlja.",1
Bilo da je riječ o kompjuterski napravljenoj pozadini ili npr. efektu vatre.,1
"Zapravo, nekako mi se čini kako su svi obožavatelji ""Slagalice"", a među koje i sam pripadam, uvijek nekako subjektivno gledali i na neke nekvalitetne filmove iz serijala, opraštajući im sve mane, i to ponajviše zbog Jigsawa.",1
"Poruke su pritom sadržaji epizoda serije, a u kojima Maddy prepričava Owenu što se dogodilo u seriji, s obzirom na to da Owenovi roditelji njemu zabranjuju gledanje iste zbog kasnog termina.",1
"Glasovanje je tajno, ne postoje kampanje slične izborima za političke funkcije.",1
Svuda uokolo njega su ljudi.,1
"Horor je tako, na sreću svih ljubitelja žanra, dobio novi (jezivi) osmijeh.",0
"Od vjerskih ratova do simonije, od unutarnjih previranja do hereza, od seksualnog zlostavljanja do fundamentalizma pa sve do nebrige za povjereno stado.",1
"U tom je pogledu West napravio odličan posao jer horor u kojem ti je stalo do glavnih protagonista, teško da može ispasti loš.",0
"Ipak, uz povremene akcijske sekvence s vremena na vrijeme, u kombinaciji s neočekivanim sposobnostima neprijatelja učinili su ih vrlo zabavnima.",0
Niti jedna od sličnosti im nažalost nije na hvalu.,2
"I to ne samo dok šetaju same po mraku, ako se za takvo nešto uopće i usude.",1
"Možda je takav rasplet realan, ali u svrhu priče nije nimalo zadovoljavajuć.",1
Ništa u ovom filmu nije idealno kako se na prvi pogled čini.,1
"Na filmu je radio i legendarni Tom Savini, tako da ne treba čuditi što su maske koje nosi u filmu dio njegovog identiteta, ali i puno više od toga.",1
"Zvuk je također jako bitan u filmu, tako da vjerujem kako ćete ga u potpunosti doživjeti jedino ako ga osjetite u udobnosti kino dvorane.",1
Dio ih se odlučuje na to baš zbog tog efekta droge koji ih uzdiže.,1
"Ipak, Saw X nije samo istraživanje o tome koliko jadni ljudi mogu biti, također je riječ o snazi â€‹â€‹nade i kakvom paklu možete otključati kada ga izdate.",1
"Hawke je u potpunosti nestao u ovoj ulozi, tako da sam imao dojam kako uistinu gledam lik od kojeg nikad nisam bio siguran što iduće mogu očekivati.",1
Teško se ovakav film može na pravi način doživjeti gledanjem u vlastitom domu.,1
"Tako su uz pomoć Lee Eun-hoa (An Ji-hye Our Body, Project Hunting Wolf itd.), Nam-san i Ji-wan odlučili otići na to mjesto.",1
"Vrijeme je zbilja dragocjeno, a kad ga izgubiš onda ga više ne možeš vratiti.",1
Odgovor na to pitanje nije jednoznačan.,1
Prolaznost vremena nije glavna stvar koju ovaj film obrađuje.,2
Baš me iritirao.,2
"Peelovi prethodni filmovi kombinirali su stravu s određenom dozom komedije i britkog socijalnog komentara, pa su se tako bavili rasom (Oscarom za najbolji izvorni scenarij nagrađeni ""Get Out"" iz 2017.)",1
Kako provodi vrijeme dok čeka metu.,1
"""Insidious"" je pak ove godine dobio nastavak ""The Red Door"" koji kod nas nije ni došao u kinodistribuciju, možda zbog činjenice da je u pitanju vjerojatno i najdosadniji horor ove godine.",2
"Saw X sadrži sedam zamki, od kojih je svaka kvrgavija od prethodne.",1
