Added from Cro-FiReDa,Sentence,Label,,,
0,"ukleta kuća i duhovi programirani su za horor žanr – da, “prisutnost” svakako ima elemente horora, ali u velikoj mjeri film je i drama.",1,,,
0,obiteljska drama ispunjena tragičnim događajima.,1,,,
0,prisutnost duha u mnogim filmovima slične tematike unaprijed bi odredilo negativca filma međutim “prisutnost” je drugačiji projekt - nadnaravno nije zlo već izgubljena duša.,1,,,
0,zlo se u “prisutnosti” skriva u drugačijem obliku.,1,,,
0,svima nam dobro poznatom.,1,,,
0,"uvjerljiv je prikaz obitelj payne – riječ je, zapravo, o obitelji koja se nalazi pred pucanje zbog događaja iz prošlosti, ali i odnosa između njenih članova.",0,,,
0,"međutim, koliko god odnosi bili zategnuti i, naizgled, nepopravljivi ipak će članovi učiniti odnosno dati sve kako bi zaštitili život člana vlastite obitelji.",1,,,
0,odnosi između članova obitelji payne skrivaju i jednu od većih mana filma – nekoliko detalja ostaje potpuno nerazjašnjeno iako nemaju veze s paranormalnim.,2,,,
0,"lucy liu je najpoznatije ime glumačke ekipe, ali nije i najvažnije – glumački je najuvjerljivija callina liang u ulozi chloe.",0,,,
0,solidan je i west mullholand u ulozi ryana.,0,,,
0,"“prisutnost” je neobičan film koji se, unatoč nekoliko problema koje nije tijekom gledanja teško razotkriti, vješto poigrava sa žanrovima i stvara neobičan, zanimljiv i efektan doživljaj gledanja.",0,,,
0,film o životu i onome što bi moglo biti poslije njega,1,,,
0,"oskarovac steven soderbergh jedan je od najproduktivnijih, najzanimljivijih i najinovativnijih holivudskih filmaša.",0,,,
0,u kinima je zaigrao njegov najnoviji film prisutnost.,1,,,
0,za scenarij filma pobrinuo se dobro znani david koepp.,1,,,
0,odmah treba naglasiti da ga svrstavamo u red soderberghovih inovativnih filmova.,0,,,
0,"priča filma je vrlo jednostavna – obitelj kupuje i useljava se u novu kuću, bliže boljem školskom okrugu kako bi zlatni sin, plivač tyler mogao imati veće izglede za dobivanje školarine.",1,,,
0,njegovoj mlađoj sestri chloe treba novi početak.,1,,,
0,"na čelu obitelji je majka rebekah, koja je upletena u neke mutne poslove s financijama.",1,,,
0,njezin suprug chris  je onaj suosjećajniji roditelj.,1,,,
0,"dok se rebekah usredotočuje na tylerov uspjeh i zanemaruje chloe, on je njeguje i sluša kad ona posumnja da nešto izvanzemaljsko opsjeda njihovu kuću.",1,,,
0,"također, chloe se upušta u vezu i s tylerovim prijateljem ryanom, koji i nije baš onakav kakvim se čini.",1,,,
0,"čudne pojave u kući se povećavaju, kuću posjećuje i medij lisa, cijela obitelj se međusobno počinje sukobljavati u svađama.",1,,,
0,prava strava nije duh.,1,,,
0,film o ukletim kućama i nije neka novost.,2,,,
0,"no, ovdje je novost to što sve događaje pratimo, već od samog početka filma, iz perspektive duha.",1,,,
0,soderbergh je za to iskoristio kretnje kamerom.,1,,,
0,tako neki prizori djeluju kao da se dron kreće kućom a drugi pak kao da osoba drži kameru i kreće se po kući.,1,,,
0,"to vizualno izgleda vrlo efektno, nosi određenu čar cjelokupnom filmu.",0,,,
0,uz sve to uključio je i neke klasične scene filmova o duhovima poput pomicanja predmeta ili rušenja polica.,1,,,
0,druga bitna stavka ovog filma nije strava i jeza koju donosi duh koji opsjeda kuću.,1,,,
0,"pravi horor donosi obiteljska dinamika, odnosno, odnosi među članovima obitelji koji su ispunjeni čestim napetostima.",1,,,
0,"drugim riječima, soderbergh nas suočava s temama koje svaki pojedinac radije želi preskočiti – nesuglasice u međusobnim odnosima, neprežaljena tuga, osobni moral i mogućnošću da “nismo sami” i da postoji nešto nadnaravno.",1,,,
0,"kraće rečeno, prava strava nije ona vanjska nego je dobar dio nje smješten u nama samima.",1,,,
0,ovo nije klasičan horor film pa bi ljubitelji ovog žanra mogli biti i malo razočarani.,2,,,
0,"osim gore spomenutog, film je zbir scena (situacija) koje pratimo i koje se redaju.",1,,,
0,zbog toga pati malo i glumački jer većina scena djeluje podosta kazališno a glumci nekako previše “ugušeni”.,2,,,
0,po tim navedenim stavkama  možemo ga donekle usporediti sa zemeckisovim filmom ovdje.,1,,,
0,kraj filma je vrlo zanimljiv i za mnoge gledatelje će biti iznenađujući.,0,,,
0,"no, tu treba naglasiti da film trebate gledati vrlo pažljivo kako biste uspjeli pohvatati “što je pisac htio reći”.",1,,,
0,"no, naš savjet je da izdržite.",1,,,
0,"sve u svemu, film prisutnost solidan je filmski eksperiment redatelja stevena soderbergha.",0,,,
0,njegova primarna snaga leži u scenariju davida koeppa.,0,,,
0,"kao što je već rečeno, žanrovski je tek djelomično vezan za horor.",1,,,
0,on je prvenstveno zanimljiva psihološka drama.,0,,,
0,može se reći da je soderbergh vizualno i redateljski uspio sve koeppove zamisli i ideje na zadovoljavajući način pokazati.,0,,,
0,"prije otprilike pet godina, u početku rada portala o filmovima i serijama “goodtalking,” na ovim je stranicama objavljen  tekst o filmskoj kompaniji a24.",1,,,
0,"već tada je spomenuta “a24” u ponudi imala niz zanimljivijih, intrigantnih i gledanja vrijednih naslova.",1,,,
0,danas je a24 potvrdio ono što je bila jedna od ambicija šefova kompanije – oznaka a24 postala je kino oznaka za filmove koji su drugačiji od skupih skupih blockbustera.,0,,,
0,"oznaka koja donosi, voljeli ih ili ne, drugačije filmove.",1,,,
0,ove godine imali smo na velikom platnu gledati intrigantan građanski rat – za kraj godine stigao je novi a24 film.,1,,,
0,riječ je o kombinaciji psihološkog trilera uz dodatak horora pod naslovom “heretik”.,1,,,
0,"sestre barnes i paxton religijske su aktivistice – znate ono, netko vas zaustavi na cesti i počinje pričati o religijskim uvjerenjima kako bi vas preobratio, nagovorio na vjeru, informirao ili tek potaknuo na razmišljanje.",1,,,
0,vesele i razigrane djevojke uspijevaju privući pažnju ljudi na gradskim ulicama– u svojoj misiji zakucat će na vrata gospodina reeda.,1,,,
0,"nepodnošljivo ljubazan i susretljiv, reed će pustiti sestre barnes i paxton u vlastiti dom – isprva stvari izgledaju normalno, ali djevojke će ubrzo shvatiti kako je ulazak u kuću označio ne samo borbu za njihova uvjerenja već i za živote.",1,,,
0,"u uvodnim trenucima filma redateljski dvojac beck-woods upoznaje nas s djevojkama, vjernicama barnes i paxton.",1,,,
0,"djevojke pričaju o svojoj misiji – upoznavanju ljudi s njihovim religijskim uvjerenjima, ali razgovor je začinjen pričom o veličini kondoma, pornografijom i seksom.",1,,,
0,"ne, nije riječ o rečenicama koje se izgovaraju tek da bi (jeftino) provocirale već je njihov razgovor intrigantan i ima smisla posebno u kontekstu događaja koji slijede.",1,,,
0,dolazak u kuću gospodina reeda.,1,,,
0,"heretik je, uz izuzetak početnih nekoliko minuta, klaustrofobičan film.",1,,,
0,"sve navedeno nisu mane – upravo suprotno – klaustrofobičan ugođaj filma, radnja u zatvorenom prostoru i dijalozi zapravo su aduti filma.",0,,,
0,"kuća gospodina reeda postaje labirint bez izlaza i čistilište za djevojke koje žele religijska uvjerenja podijeliti s drugim, potencijalnim novim članovima njihovog stada.",1,,,
0,crkve u koju vjeruju.,1,,,
0,redateljski dvojac vrlo vješto djevojke stavlja u situaciju u kojoj je njihova vjera na iskušenjima – jednako uspješno redatelji vješto povezuju gledateljice i gledatelje s protagonistima bez obzira kakva bila njihova razmišljanja o religiji.,0,,,
0,na jednoj su strani mlade djevojke koje gorljivo brane religijska učenja.,1,,,
0,"djevojke su uporne i simpatične, ali verbalni argumenti s kojima su suočene nisu nebitni i neistiniti.",1,,,
0,"one žele sačuvati vjeru, ali i živote jer njihov je domaćin spoj heretika i svojevrsnog fanatičnog, sada, ateističnog luđaka koji pod svaku cijenu želi srušiti vjeru u sestrama barnes i paxton te demontirati religijska vjerovanja.",1,,,
0,"gospodin reed je demonski ljubazan i susretljiv u početku, ali kako minute filma prolaze, pretvara se u manipulatora i, na kraju priče, luđaka sklonog krvavom dokazivanju vlastitih uvjerenja.",1,,,
0,"kako minute filma odmiču tako se “heretik” sve više postaje horor – dijalozi su i dalje prisutni, ali u manjoj mjeri.",1,,,
0,"razotkrivaju se tajne kuće, ali i protagonista filma sve do sjajnog finala filma.",0,,,
0,glumačka ekipa je svedena na tri imena.,1,,,
0,"sophie tatcher i chloe east izvrsne su u ulogama sestara barnes i paxton – iste, a opet različite one se pokušavaju oduprijeti gospodinu reedu na svim razinama.",0,,,
0,"lica djevojaka često su u krupnom planu kamere i,bez riječi, na njima se mogu pročitati emocije. ",1,,,
0,"uloge djevojaka su sjajne, ali pravi je glumački show priredio hugh grant u ulozi dijaboličnog reeda.",0,,,
0,glumac koji je karijeru (sa)gradio na ulogama u romantičnim komedijama/dramama  briljira u ulozi jezivog i elokventnog reeda.,0,,,
0,možda i najbolja izvedba u glumčevoj karijeri – ako ne najbolja onda sigurno pripada među tri-četiri najuvjerljivije i najzanimljivije.,0,,,
0,"heretik je psihološki triler uz dodatak horora koji slučajni susret između vjerskih aktivistkinja i čovjeka u potrazi za vjerom pretvara u napetu, intrigantnu i, na kraju, krvavu priču koja u izvrsnom finalu šalje upečatljivu poruku.",0,,,
0,"vjerujete u što želite, ali neka vjera bude rezultat vlastitih uvjerenja i spoznaja.",1,,,
0,ako pak želite vjerovati piscu ovih redaka onda “heretika ne bi smjeli propustiti kada je o odlasku u kino dvorane riječ.,0,,,
0,nemoguće je zamisliti filmske devedesete i dvijetisućite bez njega.,0,,,
0,"bio je nezaobilazan kao šarmantan, pomalo nespretan i sramežljiv englez u romantičnim komedijama kao što su četiri vjenčanja i sprovod, ja u ljubav vjerujem, zapravo ljubav te ipak nešto drugačiji, ali svejedno prokleto šarmantan u serijalu o bridget jones.",0,,,
0,"no, da hugh grant ima i drugu, mračniju stranu, mogli smo se uvjeriti prošle godine u televizijskom prijenosu uoči dodjele oscara, kad je tijekom uobičajenog kratkog intervjua na crvenom tepihu toliko iritantno nezainteresirano, šturo i bezvezno odgovarao na pitanja modela ashley graham u ulozi novinarke da je to graničilo sa zlobnim ponižavanjem.",2,,,
0,posljednjih godina grant sustavno gradi svoju zločestu stranu oslanjajući se na slatkasti background dosadašnje karijere te na njemu kreira neke sasvim drugačije i neočekivane likove.,1,,,
0,"očito je koliko uživa u ulogama perfidnih nitkova u paddingtonu 2, gospodi ili operaciji fortuna: prevara stoljeća, kao i hbo-ovoj miniseriji slom, ostajući pri tome i kao negativac podjednako neodoljiv kao pozitivac.",1,,,
0,"upravo je na toj premisi sagrađen lik ekscentričnog gospodina reeda kojemu je nemoguće odoljeti, kako nama gledateljima tako i dvjema mladim i nadobudnim mormonkama u filmu heretik.",0,,,
0,"one su sestra paxton i sestra barnes, pripadnice mormonske crkve te poput jehovinih svjedoka idu od kuće do kuće kako bi preobratile poneku zalutalu dušu.",1,,,
0,to je diskusija kojom jako zabavno i započinje film.,0,,,
0,"sestra paxton je mlađa i neiskusnija, do sada još nije preobratila nijednog vjernika pa se nekako nada da bi simpatični gospodin reed mogao biti njezin prvi uspjeh.",1,,,
0,"on je, naime, iskazao interes da sazna više o crkvi isusa krista svetaca posljednjih dana, kako se službeno zove mormonska crkva.",1,,,
0,"i doista, kad im otvori vrata, pomalo nesiguran, u simpatičnom šarenom džemperu te ih pozove na pitu od borovnice koju upravo priprema njegova supruga, grantov gospodin reed čini se kao dobroćudni školski profesor, odnosno laka meta za mlade mormonke koje žele proširiti svoju vjersku zajednicu.",1,,,
0,"no, uloge lovca i lovine vrlo brzo će se zamijeniti.",1,,,
0,ugodan uvodni razgovor s vremenom ulazi u neki bizaran tijek.,1,,,
0,djevojke uskoro pomisle da supruga zapravo ne postoji te da bi trebale što prije izaći iz kuće.,1,,,
0,"no, kad im to ne pođe za rukom, postaju dio perverzne igre mačke i miša u kojoj fitilj izgara sporo, ali se zato krv u žilama smrzava brzo.",1,,,
0,"ne pomaže ni učen i duhovit monolog o povijesti religija i međusobnoj sličnosti njihovih narativa, kao i sličnosti s narativima suvremenih kulturnih fenomena.",1,,,
0,"osim zanimljivih analogija s monopolijem i radioheadom, jedan od primjera je i film ratovi zvijezda: fantomska prijetnja, a grantova je urnebesna imitacija jar jar binksa uskoro postala viralna.",0,,,
0,"usput rečeno, dotični je nedavno priznao da nikada nije gledao ratove zvijezda te da je jar jar binksa skinuo nakon što ga je pogledao na youtubeu.",1,,,
0,"iz današnje perspektive dojma sam da smo hugha granta u njegovim zvjezdanim danima uzimali olako, zdravo za gotovo, barem ja jesam, pa tek sada osvještavam koliko je zapravo genijalan glumac, mnogo šire glumačke lepeze nego što bismo očekivali.",0,,,
0,"heretik funkcionira samo zbog njega, a upravo prepričana filmska ekspozicija svakako spada među ono najbolje što sam ove godine gledao na filmu.",0,,,
0,"pametno napisana, maestralno režirana, duhovito odglumljena prva polovica filma rastura i jedino što sam želio jest da traje što duže.",0,,,
0,"no, kako kaže poznati šlager, svemu dođe kraj, pa tako i uvodu u heretika, a kad je počeo drugi dio, dakle core business svakog pravog horora, onaj u kojemu će djevojke morati izabrati kroz koja će vrata izaći i suočiti se s užasom, ali i s vlastitom vjerom, posve sam izgubio interes za njega.",2,,,
0,"no, čim djevojke prođu kroz vrata, zabava prestaje, a osim prilično odvratnih prizora kasapljenja, drugi dio filma posve odustaje od autoironične zajebancije te umjesto nje pokazuje smrtno ozbiljnu ambiciju da nam predoči neke zaključke o ljudskoj prirodi kao temelju religioznosti, o submisivnosti, kontroli i još koječemu.",2,,,
0,"redateljsko-scenaristički dvojac bryan woods i scott beck više od deset godina je pripremao ovaj film, no dok su istraživali religije, vrijeme su kratili pišući scenarije za mjesto tišine i boogeymana.",1,,,
0,"repetitivnost nas pak vraća na temu heretika, koji kao da je na pola puta ostao bez benzina, odnosno bez kreativnosti, pa se iz horor-trilera bliskog npr. miseryju razočaravajuće lako vratio klasičnim tropima i klišejima bezbrojnih psihopatskih horora.",2,,,
0,"nevjerojatno, ali čak i hugh grant tada postaje zamoran, a film se pretvara u njegovu malu sadističku igraonicu.",2,,,
0,"u panteonu obaveznih naslijeđenih nastavaka, beetlejuice beetlejuice je možda najmanje potreban, nakon prvog beetlejuicea, ostalo je malo priče ili izgradnje svijeta za istražiti.",2,,,
0,ali to je dio razloga zašto tim burton nastavlja svoju voljenu horor-komediju iz 1988. godine.,1,,,
0,"ni u jednom se trenutku 36 godina kasnije obnova ne hvali kao važna velikim slovima, iako daje osjećaj težine i veličine postojećim likovima i događajima.",1,,,
0,"desetljećima nakon svog prvog susreta sa čudnom i neobičnom, bivša asocijalna gotičarka lydia deetz sada koristi svoje šesto čulo za vođenje popularne paranormalne tv serije kuća duhova.",1,,,
0,"svaki put kad lydia uoči crno-bijelo prugasto odijelo, na trenutke joj se pojavi bljesak nemrtvog bio-egzorcista i seksualne štetočine betelgeuse, koji ju je pokušao nasilno oženiti u prvom filmu.",1,,,
0,"njezina kći studentica astrid, koja odbacuje majčine nadnaravne tvrdnje, inače je zrcalna slika ćudljivije lydije iz 1988. godine, a smrt astridinog oca zabija još jedan klin među njima.",1,,,
0,"lydijina maćeha delia i dalje je konceptualna umjetnica zaokupljena sobom, samo sada u mnogo većoj mjeri.",1,,,
0,"a njezin vlastiti otac, charles, nedavno je umro komično užasnom smrću, koja se čini kao da je povrijedio glumca jeffreya jonesa, koji je glumio charlesa u originalu prije nego što je kasnije optužen za dječju pornografiju.",1,,,
0,"glumac se, naravno, ne vraća za nastavak, ali smrt njegova lika dugo se prikazuje putem stop motiona potpomognutog cgi-jem.",1,,,
0,"s jedne strane, šutnuti jonesa tako otvoreno u rubnik čini se kao opravdani, metatekstualni srednji prst glumcu čiji zločini također retroaktivno kvare burtonove ed wood i sleepy hollow.",1,,,
0,"s druge strane, također privlači pozornost činjenica da burton nije prestao raditi sa skladateljem dannyjem elfmanom, predmetom višestrukih tužbi za seksualno uznemiravanje i napad, čiji je potpis, skakutanje prepoznatljivo kao i njegovo ime na uvodnoj špici beetlejuicea beetlejuicea.",1,,,
0,"dodatno, zahvaljujući ovakvom pristupu jonesu, charlesovu smrt nitko ne shvaća ozbiljno, iako se nekoliko likova pretvara da to radi zbog osobne koristi što se također pokazalo donekle neugodnim.",2,,,
0,"naposljetku, njegova smrt je ono što okuplja ove raštrkane likove u staroj kući maitland/deetz, mjestu radnje prvog filma.",1,,,
0,"burton je oduvijek ili plesao oko smrti ili ju je probijao humorom, ali beetlejuice beetlejuice to radi dok se također iskreno pokušava suočiti s tugom, u obliku astridinog nedostatka bliskosti s ocem.",1,,,
0,"zajedno s filmskim iznenađujućim objašnjenjem unutar svijeta za odsutnost maitlandovih, čini se da je nastavak stalno na rubu promišljenijeg i refleksivnijeg pristupa smrtnosti, iako se cik-cak udaljava od ovoga.",0,,,
0,"betelgeuse, koji nije prestao žaliti za lydijom i dalje brine o preminulima koji se žele riješiti živih gostiju u svojim bivšim domovima, a sada je proširio svoju operaciju uz pomoć desetaka neumoljivih pomoćnika skupljenih glava i nabreklih plastičnih očiju, samo jedan od mnogih divnih praktičnih efekata koji beetlejuice čine beetlejuice idealnim ulazom u žanr horora za mlađe gledatelje.",0,,,
0,"također se događa da betelgeuseova davno mrtva i davno raskomadana bivša žena, delores, pobjegne iz svojih granica u zagrobnom životu i spoji svoje dijelove tijela spojnicama u nadi da će mu se osvetiti svojim demonskim isisavanjem duše ovlasti.",1,,,
0,te se niti radnje ne sudaraju toliko koliko se jednostavno dodiruju zbog slučajnosti.,1,,,
0,"willem dafoe, na primjer, glumi preminulog glumca b-filmova wolfa jacksona, čija ga je opsjednutost ulogom tv policajca navela da osnuje posmrtni ghoul squad sastavljen od mrtvih policajaca plave kože koji bi isto mogli biti ugušeni super troopers.",1,,,
0,"wolf lovi prekršitelje pravila poput betelgeusea, dok u hodu smišlja bezobrazne dosjetke iz akcijskih filmova.",1,,,
0,"dafoe očito nije u vlastitom filmu, onom koji je jedva povezan s ostatkom beetlejuicea beetlejuicea – koji, na primjer, uključuje romantičnu podzaplet za astrid izvučen iz ya romana, ali kao i većina glumačke postave, glumac spider-mana je zarazna zabava.",0,,,
0,"likovi i niti zapleta često se nasumično ispuštaju, poput atheninog samija silmanea kao tek umrlog umjetnika grafita čineći ih pukim ukrašavanjem izloga ili izlaganjem.",2,,,
0,sukob između trippy scenografije i dosadne birokracije ključna je značajka podzemlja beetlejuicea.,1,,,
0,"ali dok zadržava svoj analogni šarm, nastavak također sadrži burtonove pokušaje da ažurira svoje okruženje i vokabular.",1,,,
0,"ponekad ovo čini čuda, sa samozaokupljenim likovima poput roryja koji koriste terapijski govor kako bi sakrili svoje prave namjere.",0,,,
0,"ostali pokušaji, nažalost, nisu ni približno toliko usredotočeni na karakter i igraju poput polovičnih udaraca u smjeru interneta, influencera, streaminga i društvenih medija, a daleko su manje učinkoviti.",2,,,
0,"doduše, ono što je izgubljeno u procesu je realizacija jedne od središnjih tema filma, tj. lydia koja sebe vidi u astrid i pokušava je zaštititi od iskustava s kojima sada živi.",2,,,
0,"ali to je previše ozbiljna priča za beetlejuice beetlejuice film u kojem likovi odbacuju ideju o traumi kao nekakvoj modernoj izmišljotini, a iako bi ona mogla biti ispravna.",2,,,
0,"filmovi i crtići poput addams family, scooby doo pa čak i ghostbusters obilježili su djetinjstva brojnim generacijama.",1,,,
0,"ovi “horor” crtići i filmovi s duhovima, grobovima i generalno nemrtvim pojavama uvijek su bili zabavni za gledati.",0,,,
0,"ovaj prugasti prostak bio je tema brojnih rođendana, maškara pa čak i prostornih uređenja.",1,,,
0,iako kao djeca nismo znali što je točno beetlejuice i crtić i film su nas animirali.,1,,,
0,"danas, 36 godina nakon prvog susreta s filmskim platnom, gospodin juice se vratio.",1,,,
0,nitko nije očekivao da će zapravo doći nastavak na beetlejuice film iz 1988. godine.,1,,,
0,"u jednu ruku jer zaista nije bilo potrebe za nastavkom, no u drugu ruku iz opreza.",2,,,
0,"kad su počele pristizati vijesti o tome da se na filmu radi i tko će sve biti uključen, brojni obožavatelji su odahnuli.",1,,,
0,"tim burton vratio se kao režiser filma s danny elfmanom koji je radio glazbu i u originalu, ali i brojnim burtonovim filmovima.",1,,,
0,"to je garantiralo barem neku sigurnost, a s michael keaton ponovno u glavnoj ulozi i winona ryder koja je također ponovno uzela ulogu lydije.",1,,,
0,"mlada nada u filmu je trenutna gotička mezimica jenna ortega koja je preuzela ulogu astrid, kćeri od lydije.",1,,,
0,"uz catherine o'haru u sporednoj ulozi, ali i drugim velikim imenima kao što su danny devito i willem dafoe, film je gotovo garantirao uspjeh.",1,,,
0,"u slučaju da niste gledali film beetlejuice i nemate pojma tko odnosno što je cijenjeni gospodin, možda će vas (veći) dio filma zbuniti.",1,,,
0,sve to s povećom dozom mrtvačkog šarma i neuobičajene pogrebne glazbe.,0,,,
0,"nećete nužno trebati praviti bilješke tijekom gledanja, ali film prati nekoliko radnji koje utječu jedna na drugu u prekretnoj simfoniji kaosa.",1,,,
0,film po tom pitanju pokušava kombinirati kaotičnost crtića s jednostavnijom pričom filma.,1,,,
0,"taman kad vjerujete da je jedan misterij otkriven ili je jedan dio radnje završen, gospodin juice iskoči kao iz paštete i servira štambilj na kojem piše ne može.",1,,,
0,cijelu radnju prate i savršeni vizuali.,0,,,
0,"tim burton nije najveći fan posebnih efekata, no koristi se njima u slučaju nužde.",1,,,
0,"nažalost, u filmu su neke scene zaista zahtijevale vizualne efekte - ili to ili još veći budžet za još kompleksniji stop motion.",2,,,
0,"kad smo već kod animacije, savršena je i to govorim bez trunke sumnje.",0,,,
0,film se poigrava s izrazito grafičkim scenama uz pomoć clay motion tehnike animacije.,0,,,
0,"takvih scena nema puno, za nabrojati na prste jedne ruke, no kad se pojave u filmu zaista se osjeti ta posveta originalu.",0,,,
0,posvetu originalu je pružio i već ranije spomenut danny elfman.,1,,,
0,"uvodni taktovi filma će naježiti svakog beetlejuice obožavatelja, no njegova prerada pjesme je zaista šećer na kraju.",0,,,
0,tu su i sve ostale scene gdje glazba nosi radnju i nije samo pozadinska buka atmosfere radi.,1,,,
0,"nažalost, ovo nije ljubavno pismo beetlejuiceu.",2,,,
0,"vidi se burtonovski učinak na filmu, nemojte me krivo shvatiti.",0,,,
0,"ali, fali mu možda još malo tog mračnog šarma.",2,,,
0,original je puno tamniji i atmosfera puno više dolazi do izražaja.,2,,,
0,"to ima smisla u scenama gdje je ta svjetlina ironična, no filmu sveukupno fali te neke tame iz originala.",2,,,
0,na prvu kao da se film i previše trudi biti čudan.,2,,,
0,neki likovi su uvedeni u film samo da budu tu šoka radi i čim nestanu iz slike zaboravimo da smo ih uopće vidjeli.,2,,,
0,tu je također i cijeli ljubavni segment filma.,1,,,
0,"beetlejuice beetlejuice se zapravo čini više hororom, komedijom, ljubićem, dramom i misterijom nego jednostavnim blago hororastim i smiješnim filmom kakav je bio prvi dio.",2,,,
0,"film neslomljivi dječak (the unbreakable boy, 2025.) adaptacija je knjige the unbreakable boy: a father’s fear, a son’s courage, and a story of unconditional love koju su napisali scott michael lerette i susy flory.",1,,,
0,ona se temelji na istinitim događajima iz života autora lerettea.,1,,,
0,"scenarij filma te njegovu režiju potpisuje napisao jon gunn (obični anđeli/ordinary angels, 2024., slučaj za krista/the case for chris, 2017.).",1,,,
0,"ovaj film nastao je u produkciji kompanije kingdom story company, čiji je cilj snimati filmove koji potiču “navalu vjere”.",1,,,
0,"u partnerstvu s kompanijom lionsgateom, oni daju daju prioritet vjeri, nadahnuću i pozitivnom učinku u pripovijedanju.",1,,,
0,"neki od njihovih uspješnih filmova su unsung hero (2024.), jesus revolution (2023.), američki autsajder (american underdog, 2021.) te i can only imagine (2018.), koji će uskoro dobiti i svoj nastavak (produkcija filma trebala bi započeti u proljeće ove godine).",1,,,
0,"priča filma bavi se sredovječnim tipom scottom (zachary levi), koji ima imaginarnog prijatelja po imenu joe (drew powell).",1,,,
0,"jednoga dana u trgovini upozna ugodnu i lijepu ženu po imenu teresa (meghann fahy), prelijepih plavih očiju.",1,,,
0,te oči su takve jer boluje od genetske bolesti osteogenesis imperfecta zbog čega su njene kosti slabe i lomljive.,1,,,
0,nakon trećeg spoja sa scottom ostaje trudna i na svijet dolazi austin zvan auz-man (jacob laval).,1,,,
0,kao dijete auz-man brzo završi s prijelomom te se otkriva da boluje od iste bolesti kao i njegova majka.,1,,,
0,pri pregledu je ustanovljeno da je svoj prvi lom (rebra) imao već tiekom poroda.osteogenesis imperfecta.,1,,,
0,scott i teresa shvaćaju da je to razlog zašto je on toliko plakao kao beba.,1,,,
0,"kako vrijeme prolazi, auz-man doživljava razne lomove pa ga u osoblje bolnice  zbog toga naziva članom bolnice sa zlatnom zvijezdom.",1,,,
0,"nekoliko godina kasnije, scott i teresa dobivaju još jednog sina, logana (gavin warren).",1,,,
0,"njegovo rođenje istaknulo je razlike između logana i auz-mana, koji je podvrgnut testiranju te mu je otkriven autizam.",1,,,
0,veza scotta i terese nađe se pred kušnjom jer se scott sve više okreće alkoholu…,1,,,
0,ovim filmom jon gunn na bajkoviti način donosi prikaz ozbiljnih obiteljskih problema jedne obitelji.,0,,,
0,"film je postavljen na klasičnim temeljima “temeljeno na istinitoj priči”, trudeći se da njegovi ohrabrujuće i pozitivne poruke o životu i (teškim) životnim situacijama nadvladaju prisutne “crne” tonove koje sadrži priča.",1,,,
0,svojom pričom usmjeren je prema obitelji obitelj i ljepotu i prihvaćanja neočekivanih životnih radosti te ustrajnosti.,1,,,
0,"dakako, u skladu s navedenim poigravanje s emocijama gledatelja jedan je od njegovih glavnih usmjerenja.",1,,,
0,"mana filma je što ima podosta klišeja te bavljenje s podosta tema – međusobni odnosi dvoje ljudi koje se vole (a nisu još u braku), suočavanje roditelja s činjenicom da imaju dijete s posebnim potrebama, njihova briga za njega (uključujući i školovanje) i njihovi međusobni sukobi koji proizlaze iz toga, suočavanje pojedinca s alkoholizmom i liječenjem od toga, nadvladavanje pojedinca životne situacije koju zove “neuspjehom”, ugrožena životna egzistencija, maltretiranje u školi (bullying) i nadvladavanje istog.",2,,,
0,tim svim temama gunn se nije mogao kvalitetno pozabaviti.,2,,,
0,zbog toga pati narativni ritam filma pa film djeluje podosta neujednačeno.,2,,,
0,"jednostavno nedostaje malo više fokusa za sve a pojedini dijelovi filma (pogotovo u njegovom prvom dijelu) su i pomalo dosadnjikavi dok drugi prolaze kao kratki epizodni događaji (npr. bullying, scottovo liječenje od alkoholizma i sl.).",2,,,
0,glumački je film odrađen dobro a njegovo najpoznatije ime je zachary levi.,0,,,
0,"njega manje-više svi pamte kao nositelja glavne uloge u filmovima shazam (2019.) i shazam! bijes bogova (shazam! fury of the gods, 2023.).",1,,,
0,dječaka auz-mana glumi mladi jacob laval čija izvedba je simpatična i na trenutke duhovita.,0,,,
0,"no, koliko je to u duhu dječaka koji ima autizam neka drugi procjenjuju.",1,,,
0,prošle godine imali smo priliku vidjeti tematski sličan film (autizam).,1,,,
0,"riječ je o vrlo emotivnom i osjećajnom filmu ezra (2023.), koji unatoč svojoj ozbiljnoj životnoj temi, pruža mnoštvo duhovitih trenutaka.",0,,,
0,"rađen je “iz srca” pa će kao takav, i u to nema nikakve sumnje, mnoge i “pogoditi” u srce.",0,,,
0,"najveća vrijednost njegove priče o nesavršenoj obitelji je da je ispričana iz perspektive auz-man, koji je kroz čitav film prisutan i kao pripovjedač.",1,,,
0,"njegove mane su i više nego očite, neujednačen je i predvidljiv a može se reći da prilično pati pod teretom emotivnosti koju nam pokušava kroz sve svoje teme servirati.",2,,,
0,kao cjelina više djeluje kao neki tv film za nedjeljno popodne nego kino naslov.,2,,,
0,"možda kao streaming naslov, u neke blagdanske dane, ipak postigne neki bolji filmski status.",1,,,
0,recimo na kraju da je neslomljivi dječak izvorno bio planiran za 2022. godinu ali je povučen iz distribucije nekoliko dana prije premijere bez objašnjenja ili objave novog datuma.,1,,,
0,budžet filma je još uvijek nepoznanica ali se zna da je u šest dana zaradio oko 3 milijuna dolara.,1,,,
