Sentence,Label,MovieID,Review ID,SentID,FilmID,ReviewID,SentenceID
"Za film čudovišta, ovaj je bio doista veličanstven jer smo ih vidjeli kako se bore protiv nečeg većeg, jačeg i lažljivijeg.",0,,,IX,,,
Rajkin um iako prošireniji nije ni upola toliko zanimljiv kao kad smo ga otkrivali u prvom dijelu.,2,,,VII,,,
"Popularna i dugo prodavana lutka Barbi može biti bilo ko i bilo što, što donekle znači da bilo koja žena može biti kao Barbi.",1,,,V,,,
"Zapravo, scenarij se malo previše dobro ponašao tokom većeg dijela izvođenja — kao i drugi Cooperovi horor hitovi, ovaj troši vrijednu količinu vremena uspostavljajući svoje likove, dopuštajući sestri Debri da ocrta svoju tragičnu pozadinsku priču i neriješene poglede na vjeru sestri Irene; Mauricea da započne šarmantnu vezu s učiteljicom Kate (anna popplewell alum iz Narnije) i njezinom kćeri Sophie (Katelyn Rose Downey); i sestra Irene da ima čehovljevske retrospektive na svoju pokojnu majku, što će se sigurno isplatiti u trećem činu.",1,9.0,A,I,,,
Svi smo bili prebalavi za Dorothy i raskošne old school avanture ‘Čarobnjaka iz Oza’.,1,3.0,A,I,,,
The Holdovers,1,,,VIII,,,
"Vizualno impresivne i “avatarski” imerzivne slike Šuplje Zemlje suptilno pričaju priču i razvijaju mitologiju filma, uz povremeno glasanje Konga i ostalih životinja.",0,,,XI,,,
"I baš kad postane najnapetije, sekundu prije no što će Benny zaraditi opak udarac lopatom u glavu, kadar će se zamrznuti.",1,,,XVII,,,
"Odlazak u kino oduvijek je iskustveni doživljaj, a upravo na taj segment igra ovaj naslov.",0,,,XVII,,,
"Završnica koketira s “transformersovskim” rusvajem, pa čak i Kong, ozlijeđen u duelu s Skarom i Shimom, ima robotsku ruku boje Bumblebeeja (žuta) za poboljšanje/dodatno jačanje.",1,,,XXVII,,,
Ljeto?,1,,,IX,,,
"Nijedna pjesma u ""Vaiani 2"" ne može se mjeriti s ""How Far I‘ll Go"" u sjajnoj interpretaciji Auli‘i Cravalho (izvorni glas animirane junakinje), iako joj ""Beyond"" pokušava parirati.",2,,,XVI,,,
"Shodno tome, razni filmaši imali su oprečne vizije savršenog čovjeka-pauka, što je rezultiralo prilično različitim interpretacijama.",1,,B,I,,,
"Za kraj o ""tehničkim"" osobinama filma moram spomenuti nevjerojatnu muzičku podlogu Ludwiga Göranssona.",0,,,XXVII,,,
"Ne volim njegove uloge negativaca, ali ih zapravo maestralno odrađuje.",0,,,XXXV,,,
"Ambiciozna dvojna uloga “Mufase” (nastavak, prednastavak) napravljena je po uzoru na “Kuma II”, ali ovdje je puno veći naglasak na “prequel” priči (kako je Mufasa postao Mufasa kakvog znamo) u odnosu na “sequel”.",1,,,III,,,
"Uz Wolverineovu pomoć, naravno.",1,,,XII,,,
Film Ubojice cvjetnog mjeseca temelji se na književnom predlošku inspiriranom stvarnim događajima.,1,,B,I,,,
"“Minus One” i “New Empire” ne mogu biti različitiji: prvi je ozbiljan, mračan i dramski intoniran, težak samo 15 milijuna dolara, drugi zabavan, šaren poput crtića i blockbusterski nastrojen s pretežnim kompjuterskim učincima, usto gotovo deset puta skuplji, premda za recentne hollywoodske budžetske razmjere relativno skroman (135 “milja”).",1,,,XXI,,,
"“Uboga stvorenja” je film nabijen seksom, ali i humorom.",1,,,XXXVIII,,,
Moglo bi se reći da je ovo Lanthimosov prvi feministički film jer uvodi ženski lik koji se opire mnogim postavkama viktorijanskog doba.,1,,,XXXII,,,
"Mislim da je Robin Wright bila prilično uvjerljiva u svojoj ulozi zbog koje sam bio zadovoljan završetkom, ali smatrao sam da Angela Basset nije imala dovoljno vremena na ekranu da pokaže svoje sposobnosti.",1,,,XIII,,,
"Čangrizav je, strog, ne zanima ga tko je čiji sin, dat će jedinicu senatorovim sinovima, ne podnosi bogate učenike za koje tvrdi da su se rodili pod sretnom zvijezdom te ne dopušta nikome da mu se približi.",1,,,XIII,,,
Puno priče a ništa o sadržaju?,1,,,XLI,,,
"Prije će, pokušavajući ne razmišljati o minusima na računima generiranim prekomjernom kupovinom, pogledati prvi film koji ulovi na televiziji, a koji mora zadovoljavati tek nekoliko osnovnih smjernica: mora biti ambijentiran u blagdanska vremena, sve mora biti blještavo, bijelo i okićeno, mora sadržavati toplu obiteljsku priču koja ocrtava sve tradicionalne blagdanske vrijednosti, a soundtrack mora biti nakrcan uobičajenim lakonotnim uspješnicama.",1,,,VIII,,,
Postavlja nas u cipele istoimene junakinje koja je upravo započela novi (treći) razred osnovne škole.,1,,,XIV,,,
Crno-bijelom tehnikom snimanja te poprilično čestim korištenjem ribljeg oka.,1,,,XLI,,,
Ugodno me iznenadila i količina humora koja se nalazi u filmu i koja je lijepo raspoređena.,0,,,XXVII,,,
"Film počinje s godinom 1961. i još nepoznatim Dylanom koji dolazi u New York kako bi posjetio svog idola, poznatog folk pjevača Woodyja Guthrieja u bolnici.",1,,,VIII,,,
"Dojmu svakako doprinosi i odlična glumačka postava u kojoj su i Daniel Kaluuya (Nope) kao Spider-Punk, Karan Soni (Deadpool) kao Spider-Man India te Brian Tyree Henry (Atlanta) i Lauren Vélez (Dexter) kao Milesovi roditelji.",0,,,XIX,,,
"Redatelj stvara zabavan i eksplozivan blockbuster ispunjen obračunima Titana (posebno je žestok završni obračun u Rio de Janeiru), ali i emotivnim trenucima.",0,,,XXV,,,
"A Paddington je i dalje dobrodušan, ali hrabriji i ustrajniji u svojim naumima.",1,,,IV,,,
"Helena pak ima svog ""partnera/potrčka"", dječaka Teddya (Ethann Isodore) koji je vjerujem, trebao rekreirati lik Shortya iz ""...Ukletog hrama"", no kao prvo, to je ispalo totalno promašeno, Shorty (Ke Huy Quan) je bio lik kojeg se ne zaboravlja, bez obzira što je taj film prepun urlanja i vikanja, pa je u konačnici meni ovaj ""Artefakt sudbine"" dojmom bolji film (naravno da je tehnički ""Hram"" bolji, ipak ga je Spielberg režirao).",0,,,XIX,,,
"Tako umjesto zamišljenog prijatelja iz prvog filma, imamo drage joj likove iz crtića i igara.",1,,,XXVIII,,,
"U samotnoj proslavi okončanja karijere, sada doista vremešnom profesoru pridružuje se kći njegovog gorenavedenog prijatelja Baza, ujedno i Indyjevo kumče, Helena (fantastična komičarka Phoebe Waller-Bridge) koja s pokojnim ocem dijeli fascinaciju Arhimedovom spravom za putovanje vremenom.",1,,,XIX,,,
"Povratnici u serijal su i Ilsa Faust (ex MI6 agentica) u liku izvrsne Rebecce Ferguson, i prvi IMF šef, Henry Czerny kao Eugene Kittridge.",1,,,XXVIII,,,
Puno je razloga zbog kojih je Spider-Verse (2018.) postao toliko uspješan i cijenjen.,0,,,V,,,
"Ani ga cijelu noć zabavlja, a kada je Ivan pita radi li i izvan kluba, ona ni ne shvaća koliko će joj to promijeniti sve.",1,,,XV,,,
"A naš Benny i dalje sjedi, hladan k'o špricer.",1,,,XIV,,,
"Jedan je sportaška dobričina, koji nije otišao na skijanje s familijom jer je s ocem u natezanju oko toga što ima dugu kosu, jedan je iz Koreje pa mu je predaleko putovati, a jednom su roditelji mormonski misionari i trenutačno su u Južnoj Americi.",1,,,XXVI,,,
"U Wickovom svemiru ponovno su prisutni stari znanci poput Winstona i Charona (nekidan preminuli Lance Riddick), no javljaju se i novi negativci poput Markiza de Gramonta kojeg igra Bill Skarsgård koji nakon uloge Pennywisea u ekranizaciji romana “It” Stephena Kinga postaje go-to tip za uloge psihopata i horore i čini se barem jednako dobar kao i njegov stariji brat Alexander, iako će obojica teško ikad doseći status velikana poput njihovog slavnog oca Stellana.",1,,,XXV,,,
Ima valjda nešto u tome kada gledaš svoje idole pa u jednom trenutku postaneš kao oni.,1,,,VIII,,,
"No, ono što film prikazuje se dogodilo.",1,,,XXVI,,,
"Zanimljivo, dobar dio filma zapravo i jest smješten u realnom svijetu.",1,,,XXXVI,,,
"Pa čak i kad ta odstupanja postaju i toliko velika da graniče s onim što se danas popularno naziva “cringe”, “A Complete Unknown” ide svojim putem i priča jednu od mogućih Dylanovih biografija koja možda nije radikalna poput ranije “I’m Not There” Todda Haynesa, ali je svakako koplje ili dva ispred mnogih drugih koje su unazad nekoliko desetljeća dospjele u kino-distribuciju.",1,,,XXVI,,,
"Dvostruki je oskarovac, a oba kipića je dobio za najbolji prilagođeni scenarij za filmove Sideways i The Descendants.",1,,,XXII,,,
"U tom pogledu ples i pjevanje u ovom filmu, po pitanju uklapanja u samu naraciju koja je trebala idejno toliko toga za ispričati, baš djeluju poput ubačenih reklama.",2,,,XCVI,,,
Cijeli film je inspiriran slikama velikog fotografa i producenta Danny Lyona koji je godinu dana bio dio grupe motociklista zvanih Outlaws između 1966. i 1967. godine.,1,,,III,,,
Još da je uspio nagovoriti Joaquina Phoenixa za nastup u filmu…,2,,,XXI,,,
Hoće li se Shifu ikada odmoriti?,1,,,XIV,,,
"Mogao bi vas, iz sličnih razloga, podsjetiti i na 'Miris žene' jer je riječ o polazniku privatne škole koji za blagdane ne ide k obitelji, nego ih provodi s nadrkanim sredovječnim muškarcem koji ima problema s vidom.",1,,,V,,,
"Redatelj Steven Spielberg i scenaristi George Lucas, Philip Kaufman te Lawrence Kasdan stvorili su protagonista i započeli serijal koji je i danas postavio nedostižne standarde kada je o pustolovnim filmovima riječ.",0,,,IV,,,
Isto tako je uočio da nam nedostaje klasičnih kung-fu filmova na kojima su neki malo stariji među nama odrasli i spremni su se predati nostalgiji.,1,,,XVI,,,
"No, taj zmaj je tu još podosta skriven a uvodna priča ostaje zagonetna.",1,,,XVII,,,
"Žena koja istovremeno posjeduje visok intelekt i znanje, ali i visoku razinu empatije.",1,,,XXVI,,,
"Redatelj Todd Phillips probudio se jednog jutra u svojoj vili, obrisao nos novčanicom od 100 dolara, umio se u zlatnom umivaoniku i pogledao se u zrcalo od najskupljeg stakla te se zapitao, „Što sam to učinio?!",2,,,X,,,
"Nije da Phoebe/Helena nije dopadljiva i karizmatična potencijalna heroina nove franšize, no vjerojatno ćete se zapitati ""čiji je ovo zapravo film?"".",1,,,XVII,,,
"Jedini prigovor koji je opravdan je Margot Robbie – u precijenjenom, korporativnom filmu koji je popularnost Barbie (uz dodatak feminizma i prikazu muškaraca u, većinom, negativnom kontekstu) vješto iskoristio i napravio ono što je bio najvažniji cilj (postati kino hit i zaraditi što više milijuna na kino blagajnama – legitimno i normalno, ali ništa više od blockbustera “Barbie nije) Robbie doista blista, njena je interpretacija zaslužila nominaciju no nominaciju je, možda i nagradu, Robbie zaslužila i za nastup u Babylonu, ali je i tada ostala neopravdano zaboravljena.",2,,,XVIII,,,
Prethodno je ostvario i najjače otvaranje franšize Conjuring u Hrvatskoj te drugo najjače otvaranje takvog žanra svih vremena u našoj zemlji.,1,,,V,,,
"Ponekad sam, zbog svega navedenog, imao osjećaj da gledam odlično produciranu predstavu ili mjuzikl.",0,,,XVII,,,
"Prema Grannovoj knjizi, rečeno je da mnogi bijeli ljudi tog vremena nisu ubojstvo Indijanca smatrali ubojstvom, već okrutnošću prema životinjama.",1,,,X,,,
"U dobrom je ritmu nastavilo i predstavljanje Konga u Otoku lubanja bilo je zabavno i atraktivno – iako spomenuti filmovi nisu imali impresivne rezultate, gledanost je bila i više nego dovoljna za nastavak priče o svijetu čudovišta.",0,,,V,,,
Ali Bob Dylan ionako se nagradama nikada nije hvalio.,1,,,IV,,,
"Realno, Fraser je svojih nekoliko minuta u filmu iskoristio da ostavi trajan dojam.",0,,,LII,,,
"Tako se najbolje i povezujemo s likovima, i ne samo Anorom.",0,,,XCI,,,
"Mattel si dopušta bockanje kroz cijelo trajanje filma, ali ne trebate biti veliki cinik da uvidite kako na kraju ostaje činjenica da je stotine milijuna budžeta ulupano u reklamu za njihov proizvod.",2,,,VIII,,,
"Dobijemo uvid i u glavu drugih likova, baš kao u prvom filmu, no u puno manjoj mjeri.",1,,,XX,,,
"New York Spider-Gwen impresionistički je obojan razlivenim tonovima ljubičaste, ružičaste i plave.",1,,,XXIV,,,
"Iskusni filmaš poput Scotta zna kako Hollywood funkcionira posljednjih godina, može se napisati i desetljeća.",1,,,XXVIII,,,
Uz krvavi kaos u areni borba za (pre)vlast vode se u carskim odajama i Senatu.,1,,,XXXV,,,
"Ostatak glumačke ekipe je fantastičan, ali bez glavnog ružičasto-zelenog dua ova Zlica ne bi bila ovako moćna.",0,,,XXIX,,,
"“Gladijator 2”, očekivano, nije na razini prethodnika, filma iz 2000. godine, ali je nastavak koji, unatoč manama, zaslužuje prolaznu ocjenu i zanimljiv je kino doživljaj – atraktivan kada je o akcijskim scenama riječ, povremeno zanimljiv i lijep, ali bez duše.",2,,,LI,,,
Dnevnik Pauline P će zasigurno pronaći svoje mjesto u povijesti hrvatske kinematografije kao jedno od boljih ostvarenja u žanru dječjeg filma.,0,,,XXXIII,,,
"On slijedi klasičnu formulu filmskih nastavaka: pružiti publici isto iskustvo, ali u većim količinama.",1,,,XXII,,,
"Sve vinjetice moraju funkcionirati i samostalno kao zaokružene cjeline, ali i skupa u nizu kao jedna kompozicija u kojoj se, pak, mora osjetiti protok vremena.",1,,,XIX,,,
Među njima svakako je najznačajniji onaj koji je ugrabila glavna glumica Emma Stone (njen drugi u karijeri).,0,,C,I,,,
"O politici skoro ništa ne znaju, a sve će ih ubrzo dovesti do toga da će sami biti krivi za vlastitu sudbinu.",1,,,XXXI,,,
"Pokoji labirint, pokoja zamka u obliku ponora i oštrih stijena, neobični svjetleći kukci-žitelji pećine i uglavnom mrak u kojem se skriva opaki zmaj.",1,,,XXIV,,,
Ali nije najbolji.,2,,,LXXV,,,
"Kraljevstvo njezinog oca je u velikim problemima pa je jedini izlaz njezina udaja za s princa Henryja, nasljednikom kraljevstva Auree u kojem (sasvim očito) glavnu riječ vodi zla kraljica Isabelle.",1,,,IV,,,
"Film koji se osjeća, film o kojem se razmišlja.",0,,,LIII,,,
"Često se vraćamo klasicima koje gledamo iz godine u godinu, no volimo i pogledati nove božićne filmove.",1,,,II,,,
"Stvari je s mrtve točke pokrenuo sam Ford koji je Spielbergu i producentici Kathleen Kennedy sugerirao novog redatelja, i to čovjeka kojeg mnogi još uvijek naveliko zanemaruju premda se kroz 3 desetljeća dugu karijeru scenariste, redatelja i producenta pokazao pravim majstorom svojeg zanata.",0,,,XX,,,
Polako uvođenje vokabulara te baratanje sintaksom odglumila je odlično.,0,,,LI,,,
Ona tada nesvjesno postaje ranjiva.,1,,,XXVII,,,
"Rotolo pamtimo i kao djevojku s covera Dylanovog drugog, odnosno prvog ‘pravog’ albuma “The Freewheelin’ Bob Dylan”.",1,,,XVII,,,
"Ipak ništa od ovih filmova nije slično ""Oppenheimeru"" iako se dotiče mnogih tema: politike, znanosti, rasizma, moralnih dilema, povijesti, stanja uma... da nabrojim samo neke.",1,,,XIV,,,
"Jedna od poruka koje film šalje ne samo tinejdžerima već i onima koji su to davno prestali biti – samo živi samo budi – tjeskoba i ostale negativne stvari će proći, sreća će doći.",1,,,XX,,,
"Na društvenoj mreži X jedan je korisnik napisao: ""Vaiana 2 je prekrasan i trijumfalan nastavak koji započinje sporije, ali se polako pretvara u epsku avanturu koja me na kraju potpuno osvojila.""",0,,,XVI,,,
"Romantična dramedija ""Anora"" redatelja Seana Bakera slojevita i interesantna priča o sukobu dvije moderne kaste - radnika i šokantno bogatih.",0,,C,I,,,
Ono što Anora uspješno čini je držanje pažnje od početka do kraja.,0,,,XXV,,,
"Vizualni doživljaj filma je intenzivan i dojmljiv – filmom dominira čak dvanaest nijansi ružičaste Barbie boje, ali čitav je film šaren i razigran.",1,,,XXXIII,,,
"Giamattiev Hunman je prikazan u maniri klasičnih dikensovskih likova, mrzovoljni pripadnik fantomskog srednjeg staleža okružen gomilom skorojevića koje s gnušanjem gleda kao inferiorne u svakom pogledu, zapravo noseći u sebi bolne uspomene iz mladosti koje su ga spriječile da i sam postane jedan od njih, pa zato jedinu utjehu pronalazi u svom voljenom Jim Beamu.",1,,,XXIV,,,
"Bio je to solidan akcić s tematikom kakva je odavno postavljena u žanru, a u posljednjim desetljećima u filmovima s takvim pričama najčešće smo navikli gledati već ostarjelog Liama Neesona.",0,,,VIII,,,
"Ono što nam se posebno svidjelo kod The Holdoversa, a što su i mnogi gledatelji istaknuli jest njegova atmosferičnost.",0,,,LV,,,
"Naravno, to namigivanje predanim fanovima žanra zatrpano je u lavini drugih fora, od kojih su mnoge prostačke i razumljivije publici, premda se čini kako je omjer uspješnih i onih manje smiješnih nešto slabiji nego u prethodnim izdancima njegovog serijala.",2,,,VII,,,
Njezine su tranzicije iz tabule rase u samoostvarenu ženu polagane i postepene.,1,,,XLIX,,,
Product placement ili (više ili manje) prikriveno oglašavanje često se mogu pronaći u filmovima snimljenima u Hollywoodu.,1,,,IV,,,
"Tko zna, možda i Ken dobije u budućnosti vlastiti film….",1,,,XLII,,,
Ken?,1,,,XX,,,
"Spider-Punk, Playstation Spider-Man, Manga Spider-Man, Doppelganger i Spider-konj Widow samo su neki od onih koji će biti u filmu.",1,,,XI,,,
I sam film na početku ima neke nezamislive i nevjerojatne scene.,0,,,XXI,,,
"Vanja je izvan kadra, nestao je, ne postoji.",1,,,LIV,,,
"Film se pobrinuo i da roditeljima i starijoj publici bude zanimljiv, s likovima koji nisu nužno emocije, nego stvari koje su drage našoj protagonistici.",0,,,XXVII,,,
"Prihvatiti nove okolnosti i shvatiti kako je dobra osoba, bez suvišnih zašto.",1,,,XIII,,,
Možda i pokoji previše…,2,,,XXXVIII,,,
No još jedna stvar koja je (ponovno) nevjerojatno odrađena je kaskaderski dio filma.,0,,,XLVII,,,
Tu je i Mirta Zečević koja je posebno upečatljiva kao Kameleonica…,0,,,XIX,,,
"Kako Caveov scenarij nije bio prihvaćen, Scott se odlučio ponovno udružiti s Davidom Scarpom, čovjekom zaslužnim za njegov prošlogodišnji povijesni film “Napoleon” koji ćemo više pamtiti po afektiranoj glumi njegove zvijezde Joaquina Phoenixa (negativca iz prvog “Gladijatora”) i nekim doista izvrsno režiranim scenama bitki, a manje po pisanom predlošku prema kojemu je snimljen, pa su bilo kakve nade o tome da bi nastavak mogao doseći kvalitetu izvornika brzo dovedene u pitanje, i to s pravom.",1,,,VII,,,
"No, voljeli smo i Limenog i Lava i ine suputnike kikaste Dorothy cupkajući šarenim poljima Oza.",1,,,III,,,
"Nije zaljubljena, ali vidi potencijal.",1,,,LXXXVII,,,
Animacija je točno ono što možete očekivati od Kung Fu Panda filmova.,1,,,LV,,,
"Od 2016. naovamo Vaiana ili Moana stekla je titulu jedne od najpopularnijih Disneyjevih heroina/princeza uopće, a njezin crtić postao moderan animirani klasik, tako da se nastavak jedva (do)čekao i bio je spreman za rušenje Thanksgiving rekorda u američkim kinima sudeći po zaradi prvog dana prikazivanja.",1,,,V,,,
Nesavršena slika djevojaka tada postaje poput najvećeg mogućeg horora.,1,,,XXX,,,
"Taj film u svakom aspektu je 100 od 100, ali ono najvrjednije što Zlica ima jesu Ariana Grande kao Glinda i Cynthia Erivo kao Elphaba.",0,,,XX,,,
"Povremena lutanja naše pozornosti, srećom, istopit će se u neodoljivom koloritu kamere Dragana Markovića, uzbudljivoj glazbi Darka Hajseka i razigranoj montaži Slavena Zečevića.",0,,,XIII,,,
"Killers of the Flower Moon govori o nizu ubojstava u Oklahomi 1920-ih godina, čije su sve žrtve bile dio domorodačke zajednice bogate naftom.",1,,,VII,,,
"“Harrison Ford nosi ovu otrcanu vježbu nostalgije.” – Geoffrey Macnab, The Independent.",2,,,XII,,,
U ovu mi priču nije teško povjerovati.,1,,,XXXV,,,
Stihovima i glazbom.,1,,,XIII,,,
"Metzger je Zimmerov česti suradnik i vrlo je solidno obavio posao, a ne zaostaje ni Britell koji se nije razmahao kao na seriji „Nasljeđe”, ali je dosta dobar.",0,,,XLVII,,,
"Kao što smo se bezbroj puta mogli uvjeriti u rukama manje sposobnog autora ovakav materijal bi rezultirao ili grotesknom slapstick komedijom gdje se infantilni gegovi nižu jedan za drugim ili bi poskliznuo u jeftinu srcedrapateljnu patetiku, što ovdje nipošto nije slučaj.",0,,,XXIX,,,
"Da se sada idem baviti sa svakim od glumaca i likova koju su me oduševili bilo bi predugo i nepotrebno, ali u tim mini ulogama baš ima briljanata: Rami Malek kao fizičar David Hill i Kenneth Branagh kao fizičar Niels Bohr, uz spomenutog Oldmana.",0,,,XXIV,,,
Za svijet filmskih superjunaka (posebno kada je o “Marvelu” riječ) film iz 2019. godine poznat pod naslovom Osvetnici: Završnica ima veliku važnost na nekoliko razina.,1,,C,I,,,
"Nevjerojatan casting: Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Florence Pugh, Josh Hartnett, Casey Affleck, Rami Malek, Kenneth Branagh... da nabrojim samo neke od izvrsnih glumaca koji su dali sjajne role (a u najminijaturnijoj, kao cameo, gledamo savršenog Gary Oldmana kao grintavog predsjednika SAD Harry S. Trumana, koji će biti zapamćen po tome da je bacio atomske bombe na Nagasaki i Hirošimu).",0,,,XXIII,,,
"Tako, primjerice, u Očnjaku (Kynodontas), obiteljski prostor postaje zatvor.",1,,,XLII,,,
Glumačke izvedbe stoga bi ujedno valjalo ocijeniti i kao jednu od tek dviju zaista svijetlih točaka Bajkera.,0,,,XLIV,,,
"Neke stvari sam, naravno, ipak vidio, poput scena borbe između Deadpoola i Wolverina koji po prvi puta nosi svoje žuto odijelo.",1,,,LXII,,,
"Na Paulovu umivaoniku, bez ikakvog skrivanja i maskiranja, stoji napola potrošena tuba masti protiv hemoroida.",1,,,XVII,,,
Očito je riječ o čovjeku koji ne prima i ne očekuje posjete.,1,,,XVIII,,,
"Da se film zove „Fleck” ili „Šaljivko”, bilo bi mi isto, mi ne vidimo Gotham kakvog znamo, nema Brucea Waynea u odijelu Batmana, nema Riddlera & Co. i to nije svijet Batmana kakvog ja volim.",2,,,XXII,,,
"No, kao da je zaboravio da je Arthur jako loš primjer.",1,,,LVIII,,,
"S obzirom da se radi o redatelju koji se primarno profilirao u holivudskoj komediji 2000-ih, od kojih se izdvaja Mamurluk filmovi te primjerice moj osobni favorit Old School, vrlo je ugodno zamijetiti da se radi o nekome tko ima itekakav vizualni talent, viziju i u konačnici efikasnost da prenese ono što želi na ekran u obličju drame ili pak žanrovskog filma.",0,,,III,,,
"U samom filmu, Po je sada uz oba oca i pomaže im kako najbolje zna - otvarajući restorane dok paralelno (khm) praši dupe svim zlikovcima koji trebaju prašenje dupeta (njegove riječi, ne moje).",1,,,XXVI,,,
"Riječ je o zabavnoj, duhovitoj istovremeno napetoj i emotivnoj filmskoj priči o odrastanju, prihvaćanju vlastite sudbine, ali i obiteljskim vezama, ljubavi i…borbi.",0,,,XLIV,,,
Scorsese zna kako su ubojstva pripadnika naroda Osage bila zla.,1,,,CIX,,,
"Film je, očekivano, ispunjen efektima, ali, za razliku od prethodnog film, redatelj stvari, većinom, drži pod kontrolom.",0,,,XVII,,,
"Kad smo već kod vesterna, završimo ovaj osvrt s jednom kaubojskom tropom, onoj u kojoj je jahač primoran ustrijeliti konja koji je slomio nogu.",1,,,XXII,,,
"Zaplet o vraćanju stvari u prirodan poredak i ujedinjenju različitih (otočkih/domorodačkih) kultura je hvalevrijedan, ali već viđen.",1,,,XII,,,
"Da, o Wolverineu je riječ…",1,,,XX,,,
"Dok su Shakespeareovi „Hamlet” i „Romeo i Julija” poslužili kao predložak ranijim piscima, dotle Nathanson koristi, predmnijevamo, biblijsku priču o Kainu i Abelu, a donekle i o Jakovu i Ezavu.",1,,,XI,,,
"Ali ako ste poput nas koji uživamo u ovoj vrsti blockbuster zabave gdje možete vidjeti ogromna divovska čudovišta kako se bore jedno protiv drugog s toliko uzbudljivih trenutaka, onda ovo definitivno ne želite propustiti.",0,,,XXI,,,
"Nadalje, na popularnoj stranici za ocjenjivanje filmskog sadržaja Rotten Tomatoes drži visokih 97% pozitivnih ocjena ostavljenih od strane publike.",1,,,XX,,,
Doista su se potrudili da taj dio dignu na još višu razinu nego što je to bilo do sada.,0,,,XLVI,,,
The Holdovers je smješten u Božić 1970. godine.,1,,,X,,,
Drugi dio potpuno okreće ploču i od simpatičnog svijeta u kojem takozvani Yushijev zahvat prstom („Skadoosh!”) pobjeđuje Tai Lunga dolazimo do Lorda Shena i njegovog poremećenog plana koji se sastoji od genocida svih pandi.,1,,,IX,,,
"Pa, i ako hoćete, i kroz „Mamurluk filmove“ po kojima je prije bio najpoznatiji, samo što je za ove potonje najviše koristio komediju tako da ta ozbiljna pitanja nisu toliko dolazila do izražaja.",1,,,LIII,,,
"Spektakl začinjen izvrsno snimljenim obračunima gladijatora u areni imao je sve sastojke epske priče – izdaju, čast, osvetu, smrt, jezivo uvjerljivog negativca (Joaquin Phoenix) i junaka u misiji većoj od života.",0,,,III,,,
"Scorsese je naveo kako su jednu scenu koja se događa na skupu Osage naroda, improvizirali.",1,,,XLII,,,
"Podigao je ulog i još više potencirao borbe, ali ujedno počeo i stvarati svijet kriminalnog podzemlja koji funkcionira po nekim drevnim pravilima časti te povećao uloge likova poput one upravitelja hotela Winstona kojeg aristokratski igra fenomenalni Ian McShane.",1,,,XI,,,
"Dnevnik Pauline P. za današnje je klince ono što su knjige o Koku bile za generacije odrasle u osamdesetima i devedesetima, a starijim generacijama ""Junaci Pavlove ulice"" – priča smještena u njihovu stvarnost koja se događa između škole i kuće, u katkad čak zastrašujućim avanturama, dječjim ljubavima i sukobima, obilježena generacijskim slengom i omiljenim predmetima (u filmu se itekako bulji u mobitele, ali isto tako i istjeruje duha iz napuštene kuće, kao što su to radile generacije prije).",1,,,IV,,,
"U svakom slučaju, osobno bih preporučio film.",0,,,LXII,,,
"Ridley Scott (Alien, Blade Runner) stvorio je povijesni spektakl Gladijator koji je 2000. godine bio jedan od najgledanijih filmova u svjetskim kinima.",0,,,II,,,
To je film koji se konstantno poigrava s očekivanjima publike od samog početka.,1,,,V,,,
Članovi ovog plemenskog naroda odjeveni u najfinija odjela i haljine s početka 20. stoljeća.,1,,,XXII,,,
"Kako se Czernyem tj. Kittridgeom vraćamo na početak sage, tako se i uz lik Gabriela veže početak Ethanove karijere u IMF-u.",1,,,XXXII,,,
Shodno tome je apsolutno jasno kako je i novi materijal odrađen onako kako se i očekivalo.,1,,,XIX,,,
Mi smo film pogledali još u studenom prošle godine kada je stigao u domaća kina i evo što smo imali reći o njemu.,1,,,X,,,
"Film koji te uhvati za ruku i za koji nemaš pojma gdje će te odvesti, i bez obzira na to što znaš da neće završiti dobro svejedno želiš otići.",0,,,CII,,,
Dijalozi obrađuju i pokušavaju riješiti sve kontroverzne pojedinosti koje današnje društvo o takvoj konfekcijskoj lutki pronalazi problematičnim.,1,,,XI,,,
Odlučuje se na pokušaj bijega koji je sve samo ne jednostavan.,1,,,VIII,,,
"Porijeklom Ruskinja, Ani živi u ruskom susjedstvu, a na početku filma gledamo njezin život i rad u striptiz klubu.",1,,,XIII,,,
"Pritom je potrebno istaknuti da je njegov lik produbljen time što je on i, na neki način, jedini predstavnik dobra u svijetu i jedini koji želi uništiti Entitet, a ne ga (zlo)rabiti za svoje planove, poput drugih likova u filmu.",1,,,XXVII,,,
"U tom smislu, radnja je vrlo vjerna kopija prvog filma pa se može činiti da nedostaje originalnosti, ali postoje dva faktora koja ne idu u prilog takvom zaključku.",1,,,XV,,,
"Iako Scar kakvog poznajemo iz „Kralja lavova” iz 2019. nije isti Scar iz 1994. te je ovaj lik s tragičnom crtom, a uz puno manje karizme i šarma, dotle je on, uvjetno rečeno, lik s kojim se lako poistovjetiti.",1,,,XXIII,,,
"Ono što je Dylan ponudio u svojim stihovima bila je himna generacije koja je očekivala ‘vremena koja se mijenjaju’, bila je to vrhunska poezija koja je prozivala vlast u “Blowin’ in the Wind” i “Masters of War” i zazivala promjene i ‘tešku kišu’ u ona teška vremena.",1,,,XXI,,,
